Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Aprendiendo del pasado: La enfermería en el nazismo.,"Pablo Jiménez, Irene de",2018,https://repositorio.uam.es/handle/10486/685033,abstracts_uam_TFG\Aprendiendo_del_pasado__La_enf_2018_43360552.txt,Historia de la enfermería; Nazismo; Eutanasia; Ética enfermera; Nursing history; Nazism; Euthanasia; Nursing ethics,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Masaje perineal prenatal: revisión narrativa,"Colás Carpallo, Sara",2018,https://repositorio.uam.es/handle/10486/685190,abstracts_uam_TFG\Masaje_perineal_prenatal__revi_2018_84399630.txt,Parto; Embarazo; Desgarro perineal; Episiotomía; Trauma perineal; Masaje perineal; Labor; Pregnancy; Perineal tear; Episiotomy; Perineal trauma; Perineal massage,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,El cuidado de la familia en el proceso de donación y trasplante de órganos. Revisión narrativa,"López Mediavilla, Rocío",2018,https://repositorio.uam.es/handle/10486/684902,abstracts_uam_TFG\El_cuidado_de_la_familia_en_el_2018_26267160.txt,Cuidados de enfermería; Muerte cerebral; Trasplantes; Familia; Asistolia; Donación de órganos; Nursing care; Brain death; Transplants; Family; Asystole; Organ donation,spa
Universidad Autónoma de Madrid,Grado,Facultad de Ciencias,Trabajo Fin de Grado en Biología Evolutiva y Biodiversidad,Influencia de factores ecológicos y taxonómicos en la variabilidad morfológica del cráneo de primates (Suborden Anthropoidea),"Martín Caballero, Marta",2016,https://repositorio.uam.es/handle/10486/685326,abstracts_uam_TFG\Influencia_de_factores_ecol_gi_2016_4135102.txt,primates; morfología craneal,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,La enfermera escolar en la atención al niño asmático,"Díaz Martín, Cristina",2018,https://repositorio.uam.es/handle/10486/684716,abstracts_uam_TFG\La_enfermera_escolar_en_la_ate_2018_98007463.txt,Servicios de enfermería escolar; Asma; Niño; Padres; Maestros; Instituciones académicas; School nursing; Asthma; Child; Parents; School teachers; Schools,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,La musicoterapia en el paciente oncológico pediátrico,"Díaz de Nó, Natalia",2018,https://repositorio.uam.es/handle/10486/684717,abstracts_uam_TFG\La_musicoterapia_en_el_pacient_2018_42077841.txt,Música; Musicoterapia; Oncología; Pediatría; Tratamiento; Music; Music therapy; Oncology; Pediatrics; Treatment,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Visual control of robots that compete or cooperate,"Monedero March, Jaime",2017,https://repositorio.uam.es/handle/10486/679799,abstracts_uam_TFG\Visual_control_of_robots_that__2017_68389577.txt,Computer vision; Visual servoing; OpenCV,eng
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Predicción de la desaparición de enlaces en redes sociales,"Romera de Blas, Beatriz",2017,https://repositorio.uam.es/handle/10486/679631,abstracts_uam_TFG\Predicci_n_de_la_desaparici_n__2017_32691408.txt,Evaluación; Desaparición; Grafo,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Implementación y acondicionamiento de neuronas en PCB's,"Canales Sebastian, Nerea",2017,https://repositorio.uam.es/handle/10486/679383,abstracts_uam_TFG\Implementaci_n_y_acondicionami_2017_20404713.txt,Neurona electrónica; Modelo Hindmarsh Rose; Hardware,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Renovación tecnológica de la red de acceso de un operador móvil,"Sánchez Bernaldo de Quirós, Víctor",2015,https://repositorio.uam.es/handle/10486/669466,abstracts_uam_TFG\Renovaci_n_tecnol_gica_de_la_r_2015_32124278.txt,Radiotelecomunicaciones móviles; GSM (Radiotelefonía); UMTS (Radiotelefonía),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación para movilidad articular y espalda sobre teléfono inteligente iPhone,"Soria Andreu, Óscar Javier",2015,https://repositorio.uam.es/handle/10486/669467,abstracts_uam_TFG\RND_Aplicaci_n_para_movilidad_arti_2015_40702638.txt,Aplicaciones móviles; Teléfonos inteligentes; iPhone (Teléfono inteligente),spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación web para la enseñanza de C,"Millán Fernández, Felipe",2015,https://repositorio.uam.es/handle/10486/668762,abstracts_uam_TFG\Aplicaci_n_web_para_la_ense_an_2015_51049473.txt,C (Lenguaje de programación); Enseñanza asistida por ordenador,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Eficacia de una intervención formativa para la prevención del virus del papiloma humano desde atención primaria,"San Segundo García, Manuela",2014,https://repositorio.uam.es/handle/10486/672132,abstracts_uam_TFG\Eficacia_de_una_intervenci_n_f_2014_18908135.txt,Papilomavirus; Cáncer; Salud; Prevención; Educación; Formación continuada,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Investigación y utilización de sockets en aplicaciones académicas,"Utrilla Utrilla, Rubén",2016,https://repositorio.uam.es/handle/10486/670713,abstracts_uam_TFG\Investigaci_n_y_utilizaci_n_de_2016_80543842.txt,Enseñanza asistida por ordenador; Computación móvil,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Efectos de la musicoterapia en cuidados paliativos pediátricos,"Ccahuana Carbajal, Ana Lucía",2018,https://repositorio.uam.es/handle/10486/684706,abstracts_uam_TFG\Efectos_de_la_musicoterapia_en_2018_86054323.txt,Musicoterapia; Cuidados paliativos; Pediatría; Music therapy; Palliative care; Pediatrics,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Cuidados paliativos en pacientes con enfermedad pulmonar obstructiva crónica,"Diéguez del Río, Alba",2018,https://repositorio.uam.es/handle/10486/684718,abstracts_uam_TFG\Cuidados_paliativos_en_pacient_2018_72970345.txt,Enfermedad pulmonar obstructiva crónica; Cuidados paliativos; Cuidados de enfermería; Chronic obstructive pulmonary disease; Palliative care; Nursing care,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Impacto en la salud de las mujeres víctimas de agresión sexual,"Quirós Mercado, Sergio",2018,https://repositorio.uam.es/handle/10486/684913,abstracts_uam_TFG\Impacto_en_la_salud_de_las_muj_2018_39623771.txt,Violación; Agresión sexual; Mujeres; Consecuencias para la salud; Salud mental; Rape; Sexual assault; Women; Health impact; Mental health,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Violencia en el noviazgo en adolescentes y mujeres jóvenes: una revisión narrativa,"Molina Hermosilla, Irene",2018,https://repositorio.uam.es/handle/10486/684918,abstracts_uam_TFG\Violencia_en_el_noviazgo_en_ad_2018_57905524.txt,Violencia en el noviazgo; Violencia de género; Violencia contra la mujer; Adolescentes; Mujeres jóvenes; Dating violence; Gender violence; Violence against women; Adolescents; Young women,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,La musicoterapia en los cuidados paliativos,"Romero de Miguel, Laura",2018,https://repositorio.uam.es/handle/10486/685158,abstracts_uam_TFG\La_musicoterapia_en_los_cuidad_2018_79903303.txt,Cuidados paliativos; Musicoterapia; Palliative care; Music therapy; Relaciones Interpersonales; Interpersonal relation,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Cuidados nutricionales para la prevención del déficit de minerales en deportistas de élite.,"Hidalgo de Ugarte, Isabel",2018,https://repositorio.uam.es/handle/10486/684891,abstracts_uam_TFG\Cuidados_nutricionales_para_la_2018_45965095.txt,Rendimiento atlético; Estado nutricional; Educación alimentaria; Minerales; Deporte; athletic performance; Nutritional status; Feeding education; Minerals; Sport,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Los trastornos de personalidad y el cine. La enfermera en las terapias no farmacológicas,"Sevilla Cancela, Lucía",2020,https://repositorio.uam.es/handle/10486/691434,abstracts_uam_TFG\Los_trastornos_de_personalidad_2020_19819266.txt,Trastorno de personalidad; Terapias complementarias; Cine; Personality disorder; Complementary therapies; Cinema,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,"La salud mental de los jóvenes gays, lesbianas, bisexuales, transexuales, intersexuales y queer","Quesada Grande, Rocío",2020,https://repositorio.uam.es/handle/10486/691510,abstracts_uam_TFG\La_salud_mental_de_los_j_venes_2020_62583462.txt,Salud mental; LGTBIQ; Enfermera; Mental health; LGTBIQ; Nurse,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Rol enfermero en la limitación del esfuerzo terapéutico –LET– en pediatría,"Rodríguez Poblete, Alicia",2020,https://repositorio.uam.es/handle/10486/691649,abstracts_uam_TFG\Rol_enfermero_en_la_limitaci_n_2020_72828129.txt,Limitación del esfuerzo terapéutico; Cuidados paliativos; Toma de decisiones; Pediatría; Familia; Therapeutic limitation effort; Palliative care; Decision making; Pediatric; Family,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Administración de Alopregnanolona como prevención de la programación fetal adversa en gestantes con estrés,"Nieto Rodríguez, Victoria",2020,https://repositorio.uam.es/handle/10486/691648,abstracts_uam_TFG\Administraci_n_de_Alopregnanol_2020_28965450.txt,Alopregnanolona; Embarazo; Estrés; Programación fetal; Desarrollo neurológico; Allopregnanolone; Pregnancy; Stress; Fetal programming; Neurological development,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Análisis y predicción del absentismo y éxito de los estudiantes en plataformas de educación online,"Andújar Amorós, Álvaro",2016,https://repositorio.uam.es/handle/10486/673435,abstracts_uam_TFG\An_lisis_y_predicci_n_del_abse_2016_84607528.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Metodología de Auditoria de Seguridad en Tecnologías Contactless,"Arriols Nuñez, Eduardo",2016,https://repositorio.uam.es/handle/10486/673619,abstracts_uam_TFG\Metodolog_a_de_Auditoria_de_Se_2016_19462238.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación para la Gestión Interna de Eventos,"Muñoz Sanz-Gadea, Álvaro",2016,https://repositorio.uam.es/handle/10486/673620,abstracts_uam_TFG\Aplicaci_n_para_la_Gesti_n_Int_2016_97939014.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Desarrollo de una aplicación web para visualizar e interactuar con resultados de evaluaciones de sistemas de recuperación de información,"Redondo Quintero, Alejandro",2015,https://repositorio.uam.es/handle/10486/668899,abstracts_uam_TFG\Desarrollo_de_una_aplicaci_n_w_2015_12510034.txt,World Wide Web - Aplicaciones; Interacción hombre-ordenador; Recuperación de la información,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Aplicación distribuida de inteligencia artificial y bases de datos no relacionales aplicada a la administración y gestión en tiempo real de restaurantes,"Sainz Paredes, Fernando",2016,https://repositorio.uam.es/handle/10486/672775,abstracts_uam_TFG\Aplicaci_n_distribuida_de_inte_2016_61341224.txt,"Inteligencia artificial; Bases de datos no relacionales; Datos masivos; Restaurantes, cafeterías, etc.",spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Gamificación aplicada al aprendizaje del diseño orientado a objetos,"Muñoz Tabuenca, Javier",2015,https://repositorio.uam.es/handle/10486/668898,abstracts_uam_TFG\Gamificaci_n_aplicada_al_apren_2015_51856223.txt,Juegos de ordenador; Aprendizaje automático; Programación orientada al objeto (Informática),spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado de Enfermería,La importancia de la educación sanitaria en la lactancia materna,"Sacristán Leal, Jorge",2015,https://repositorio.uam.es/handle/10486/671782,abstracts_uam_TFG\La_importancia_de_la_educaci_n_2015_30807414.txt,Lactancia Materna; Educación; Promoción; Satisfacción; Inicio; Duración; Breastfeeding; Nursing; Education; Promotion; Satisfaction; Initiation; Duration,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Sistema de monitorización mediante sensores en tiempo real de cultivos utilizando bases de datos no relacionales e inteligencia artificial,"El Mardi, Hind",2016,https://repositorio.uam.es/handle/10486/672772,abstracts_uam_TFG\Sistema_de_monitorizaci_n_medi_2016_29322642.txt,Bases de datos no relacionales; Inteligencia artificial; Cultivos,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Integración y evaluación de sistemas de robo-abandono de objetos en vídeo-seguridad,"Gómez Vicente, Jorge",2016,https://repositorio.uam.es/handle/10486/672778,abstracts_uam_TFG\Integraci_n_y_evaluaci_n_de_si_2016_35443658.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Un enfoque de robótica virtual para personas que tienen discapacidad motora,"Kasner Tourné, Cristina",2017,https://repositorio.uam.es/handle/10486/677833,abstracts_uam_TFG\Un_enfoque_de_rob_tica_virtual_2017_86633051.txt,Realidad virtual; Oculus Rift; Discapacidad motora,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Sistema de análisis de eventos de monitorización,"Izquierdo Izquierdo, Daniel",2016,https://repositorio.uam.es/handle/10486/673219,abstracts_uam_TFG\Sistema_de_an_lisis_de_eventos_2016_17803529.txt,,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Estimación de fondo de escena en secuencias de vídeo,"Gallo de Cal, Jaime",2016,https://repositorio.uam.es/handle/10486/673220,abstracts_uam_TFG\Estimaci_n_de_fondo_de_escena__2016_83792806.txt,,spa
Universidad Autónoma de Madrid,Grado,Facultad de Medicina,Trabajo fin de grado en Enfermería,Perfil de competencias del enfermero/a en un servicio de urgencias extrahospitalarias en la Comunidad de Madrid,"Francés Aguado, Teresa",2018,https://repositorio.uam.es/handle/10486/684719,abstracts_uam_TFG\Perfil_de_competencias_del_enf_2018_23761388.txt,Perfil competencias; enfermero/a; Urgencias extrahospitalarias; Competence profile; Nurse; Out-of-hospital service,spa
Universidad Autónoma de Madrid,Grado,Escuela Politécnica Superior,No disponible,Reconocimiento del locutor dependiente del texto: Experimentos con la base de datos RSR2015,"Mesa Castellanos, Álvaro",2016,https://repositorio.uam.es/handle/10486/673319,abstracts_uam_TFG\Reconocimiento_del_locutor_dep_2016_35618319.txt,"Reconocimiento automático de la palabra; Voz, Tratamiento automático de la; Bases de datos",spa
